,Tissue,Delivery,Date,Animal,Sex,Test,Function,Parent,Striatum,Hippocampus,Cortex,RT_reaction,Barcode_number,Barcode_Allele,Allele_String,Test_Allele,Animal_Allele,Tissue_Allele,Motif_Allele
ZC96-MPRA3-AP1133-26-Striatum_alt2_Barcode_2,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,2,2alt2,lt2,ZC96R-MPRA3-AP1133-26-Striatum_lt2,AP1133_lt2,Striatum_lt2,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt2_Barcode_3,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,3,3alt2,lt2,ZC96R-MPRA3-AP1133-26-Striatum_lt2,AP1133_lt2,Striatum_lt2,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt2_Barcode_4,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,4,4alt2,lt2,ZC96R-MPRA3-AP1133-26-Striatum_lt2,AP1133_lt2,Striatum_lt2,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt2_Barcode_5,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,5,5alt2,lt2,ZC96R-MPRA3-AP1133-26-Striatum_lt2,AP1133_lt2,Striatum_lt2,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt3_Barcode_1,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,1,1alt3,lt3,ZC96R-MPRA3-AP1133-26-Striatum_lt3,AP1133_lt3,Striatum_lt3,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt3_Barcode_2,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,2,2alt3,lt3,ZC96R-MPRA3-AP1133-26-Striatum_lt3,AP1133_lt3,Striatum_lt3,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt3_Barcode_3,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,3,3alt3,lt3,ZC96R-MPRA3-AP1133-26-Striatum_lt3,AP1133_lt3,Striatum_lt3,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt3_Barcode_4,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,4,4alt3,lt3,ZC96R-MPRA3-AP1133-26-Striatum_lt3,AP1133_lt3,Striatum_lt3,Allele
ZC96-MPRA3-AP1133-26-Striatum_alt3_Barcode_5,Striatum,AAV-PHP-EB,,AP1133,M,ZC96R-MPRA3-AP1133-26-Striatum,Brain,Brain,1,0,0,AP1133Striatum,5,5alt3,lt3,ZC96R-MPRA3-AP1133-26-Striatum_lt3,AP1133_lt3,Striatum_lt3,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_motif_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,1,1otif,tif,ZC97R-MPRA3-AP1133-26-Hippocampus_tif,AP1133_tif,Hippocampus_tif,motif
ZC97-MPRA3-AP1133-26-Hippocampus_motif_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,2,2otif,tif,ZC97R-MPRA3-AP1133-26-Hippocampus_tif,AP1133_tif,Hippocampus_tif,motif
ZC97-MPRA3-AP1133-26-Hippocampus_motif_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,3,3otif,tif,ZC97R-MPRA3-AP1133-26-Hippocampus_tif,AP1133_tif,Hippocampus_tif,motif
ZC97-MPRA3-AP1133-26-Hippocampus_motif_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,4,4otif,tif,ZC97R-MPRA3-AP1133-26-Hippocampus_tif,AP1133_tif,Hippocampus_tif,motif
ZC97-MPRA3-AP1133-26-Hippocampus_motif_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,5,5otif,tif,ZC97R-MPRA3-AP1133-26-Hippocampus_tif,AP1133_tif,Hippocampus_tif,motif
ZC97-MPRA3-AP1133-26-Hippocampus_ref_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,1,1_ref,ref,ZC97R-MPRA3-AP1133-26-Hippocampus_ref,AP1133_ref,Hippocampus_ref,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_ref_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,2,2_ref,ref,ZC97R-MPRA3-AP1133-26-Hippocampus_ref,AP1133_ref,Hippocampus_ref,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_ref_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,3,3_ref,ref,ZC97R-MPRA3-AP1133-26-Hippocampus_ref,AP1133_ref,Hippocampus_ref,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_ref_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,4,4_ref,ref,ZC97R-MPRA3-AP1133-26-Hippocampus_ref,AP1133_ref,Hippocampus_ref,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_ref_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,5,5_ref,ref,ZC97R-MPRA3-AP1133-26-Hippocampus_ref,AP1133_ref,Hippocampus_ref,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt1_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,1,1alt1,lt1,ZC97R-MPRA3-AP1133-26-Hippocampus_lt1,AP1133_lt1,Hippocampus_lt1,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt1_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,2,2alt1,lt1,ZC97R-MPRA3-AP1133-26-Hippocampus_lt1,AP1133_lt1,Hippocampus_lt1,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt1_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,3,3alt1,lt1,ZC97R-MPRA3-AP1133-26-Hippocampus_lt1,AP1133_lt1,Hippocampus_lt1,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt1_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,4,4alt1,lt1,ZC97R-MPRA3-AP1133-26-Hippocampus_lt1,AP1133_lt1,Hippocampus_lt1,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt1_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,5,5alt1,lt1,ZC97R-MPRA3-AP1133-26-Hippocampus_lt1,AP1133_lt1,Hippocampus_lt1,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt2_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,1,1alt2,lt2,ZC97R-MPRA3-AP1133-26-Hippocampus_lt2,AP1133_lt2,Hippocampus_lt2,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt2_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,2,2alt2,lt2,ZC97R-MPRA3-AP1133-26-Hippocampus_lt2,AP1133_lt2,Hippocampus_lt2,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt2_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,3,3alt2,lt2,ZC97R-MPRA3-AP1133-26-Hippocampus_lt2,AP1133_lt2,Hippocampus_lt2,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt2_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,4,4alt2,lt2,ZC97R-MPRA3-AP1133-26-Hippocampus_lt2,AP1133_lt2,Hippocampus_lt2,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt2_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,5,5alt2,lt2,ZC97R-MPRA3-AP1133-26-Hippocampus_lt2,AP1133_lt2,Hippocampus_lt2,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt3_Barcode_1,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,1,1alt3,lt3,ZC97R-MPRA3-AP1133-26-Hippocampus_lt3,AP1133_lt3,Hippocampus_lt3,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt3_Barcode_2,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,2,2alt3,lt3,ZC97R-MPRA3-AP1133-26-Hippocampus_lt3,AP1133_lt3,Hippocampus_lt3,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt3_Barcode_3,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,3,3alt3,lt3,ZC97R-MPRA3-AP1133-26-Hippocampus_lt3,AP1133_lt3,Hippocampus_lt3,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt3_Barcode_4,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,4,4alt3,lt3,ZC97R-MPRA3-AP1133-26-Hippocampus_lt3,AP1133_lt3,Hippocampus_lt3,Allele
ZC97-MPRA3-AP1133-26-Hippocampus_alt3_Barcode_5,Hippocampus,AAV-PHP-EB,,AP1133,M,ZC97R-MPRA3-AP1133-26-Hippocampus,Brain,Brain,0,1,0,AP1133Hippocampus,5,5alt3,lt3,ZC97R-MPRA3-AP1133-26-Hippocampus_lt3,AP1133_lt3,Hippocampus_lt3,Allele
ZC99-MPRA3-AP1134-26-Cortex_motif_Barcode_1,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,1,1otif,tif,ZC99R-MPRA3-AP1134-26-Cortex_tif,AP1134_tif,Cortex_tif,motif
ZC99-MPRA3-AP1134-26-Cortex_motif_Barcode_2,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,2,2otif,tif,ZC99R-MPRA3-AP1134-26-Cortex_tif,AP1134_tif,Cortex_tif,motif
ZC99-MPRA3-AP1134-26-Cortex_motif_Barcode_3,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,3,3otif,tif,ZC99R-MPRA3-AP1134-26-Cortex_tif,AP1134_tif,Cortex_tif,motif
ZC99-MPRA3-AP1134-26-Cortex_motif_Barcode_4,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,4,4otif,tif,ZC99R-MPRA3-AP1134-26-Cortex_tif,AP1134_tif,Cortex_tif,motif
ZC99-MPRA3-AP1134-26-Cortex_motif_Barcode_5,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,5,5otif,tif,ZC99R-MPRA3-AP1134-26-Cortex_tif,AP1134_tif,Cortex_tif,motif
ZC99-MPRA3-AP1134-26-Cortex_ref_Barcode_1,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,1,1_ref,ref,ZC99R-MPRA3-AP1134-26-Cortex_ref,AP1134_ref,Cortex_ref,Allele
ZC99-MPRA3-AP1134-26-Cortex_ref_Barcode_2,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,2,2_ref,ref,ZC99R-MPRA3-AP1134-26-Cortex_ref,AP1134_ref,Cortex_ref,Allele
ZC99-MPRA3-AP1134-26-Cortex_ref_Barcode_3,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,3,3_ref,ref,ZC99R-MPRA3-AP1134-26-Cortex_ref,AP1134_ref,Cortex_ref,Allele
ZC99-MPRA3-AP1134-26-Cortex_ref_Barcode_4,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,4,4_ref,ref,ZC99R-MPRA3-AP1134-26-Cortex_ref,AP1134_ref,Cortex_ref,Allele
ZC99-MPRA3-AP1134-26-Cortex_ref_Barcode_5,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,5,5_ref,ref,ZC99R-MPRA3-AP1134-26-Cortex_ref,AP1134_ref,Cortex_ref,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt1_Barcode_1,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,1,1alt1,lt1,ZC99R-MPRA3-AP1134-26-Cortex_lt1,AP1134_lt1,Cortex_lt1,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt1_Barcode_2,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,2,2alt1,lt1,ZC99R-MPRA3-AP1134-26-Cortex_lt1,AP1134_lt1,Cortex_lt1,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt1_Barcode_3,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,3,3alt1,lt1,ZC99R-MPRA3-AP1134-26-Cortex_lt1,AP1134_lt1,Cortex_lt1,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt1_Barcode_4,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,4,4alt1,lt1,ZC99R-MPRA3-AP1134-26-Cortex_lt1,AP1134_lt1,Cortex_lt1,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt1_Barcode_5,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,5,5alt1,lt1,ZC99R-MPRA3-AP1134-26-Cortex_lt1,AP1134_lt1,Cortex_lt1,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt2_Barcode_1,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,1,1alt2,lt2,ZC99R-MPRA3-AP1134-26-Cortex_lt2,AP1134_lt2,Cortex_lt2,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt2_Barcode_2,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,2,2alt2,lt2,ZC99R-MPRA3-AP1134-26-Cortex_lt2,AP1134_lt2,Cortex_lt2,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt2_Barcode_3,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,3,3alt2,lt2,ZC99R-MPRA3-AP1134-26-Cortex_lt2,AP1134_lt2,Cortex_lt2,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt2_Barcode_4,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,4,4alt2,lt2,ZC99R-MPRA3-AP1134-26-Cortex_lt2,AP1134_lt2,Cortex_lt2,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt2_Barcode_5,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,5,5alt2,lt2,ZC99R-MPRA3-AP1134-26-Cortex_lt2,AP1134_lt2,Cortex_lt2,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt3_Barcode_1,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,1,1alt3,lt3,ZC99R-MPRA3-AP1134-26-Cortex_lt3,AP1134_lt3,Cortex_lt3,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt3_Barcode_2,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,2,2alt3,lt3,ZC99R-MPRA3-AP1134-26-Cortex_lt3,AP1134_lt3,Cortex_lt3,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt3_Barcode_3,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,3,3alt3,lt3,ZC99R-MPRA3-AP1134-26-Cortex_lt3,AP1134_lt3,Cortex_lt3,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt3_Barcode_4,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,4,4alt3,lt3,ZC99R-MPRA3-AP1134-26-Cortex_lt3,AP1134_lt3,Cortex_lt3,Allele
ZC99-MPRA3-AP1134-26-Cortex_alt3_Barcode_5,Cortex,AAV-PHP-EB,,AP1134,M,ZC99R-MPRA3-AP1134-26-Cortex,Brain,Brain,0,0,1,AP1134Cortex,5,5alt3,lt3,ZC99R-MPRA3-AP1134-26-Cortex_lt3,AP1134_lt3,Cortex_lt3,Allele
